Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[24]     0.0    0.00    0.00      23         bool std::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&) [24]
                0.00    0.00      23/23          bool std::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&) [23]
-----------------------------------------------
                0.00    0.00       7/21          __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [73]
                0.00    0.00      14/21          std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [43]
[25]     0.0    0.00    0.00      21         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [25]
-----------------------------------------------
                0.00    0.00      20/20          bool std::operator!=<std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*> const&, std::move_iterator<std::pair<Point, Point>*> const&) [27]
[26]     0.0    0.00    0.00      20         bool std::operator==<std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*> const&, std::move_iterator<std::pair<Point, Point>*> const&) [26]
                0.00    0.00      40/40          std::move_iterator<std::pair<Point, Point>*>::base() const [17]
-----------------------------------------------
                0.00    0.00      20/20          std::pair<Point, Point>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*>, std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*) [95]
[27]     0.0    0.00    0.00      20         bool std::operator!=<std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*> const&, std::move_iterator<std::pair<Point, Point>*> const&) [27]
                0.00    0.00      20/20          bool std::operator==<std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*> const&, std::move_iterator<std::pair<Point, Point>*> const&) [26]
-----------------------------------------------
                0.00    0.00      18/18          Maze::ConnectMaze() [145]
[28]     0.0    0.00    0.00      18         coordinateMap(Point) [28]
                0.00    0.00      18/57          Point::Point() [10]
-----------------------------------------------
                0.00    0.00       9/18          Maze::isFormatLeagal() [148]
                0.00    0.00       9/18          Maze::isValueLeagal() [146]
[29]     0.0    0.00    0.00      18         Road::Road() [29]
                0.00    0.00      36/57          Point::Point() [10]
-----------------------------------------------
                0.00    0.00      18/18          std::pair<Point, Point>::pair<Point&, Point&, void>(Point&, Point&) [65]
[30]     0.0    0.00    0.00      18         Point& std::forward<Point&>(std::remove_reference<Point&>::type&) [30]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [78]
[31]     0.0    0.00    0.00      16         std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator*() const [31]
-----------------------------------------------
                0.00    0.00       2/16          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [120]
                0.00    0.00      14/16          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
[32]     0.0    0.00    0.00      16         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [32]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [78]
[33]     0.0    0.00    0.00      16         std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator++() [33]
-----------------------------------------------
                0.00    0.00      16/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [78]
[34]     0.0    0.00    0.00      16         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [34]
                0.00    0.00      16/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [11]
                0.00    0.00      16/51          operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00       5/15          __gnu_cxx::new_allocator<std::pair<Point, Point> >::allocate(unsigned long, void const*) [90]
                0.00    0.00      10/15          std::allocator_traits<std::allocator<std::pair<Point, Point> > >::max_size(std::allocator<std::pair<Point, Point> > const&) [56]
[35]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<std::pair<Point, Point> >::max_size() const [35]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<Point, Point>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*>, std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*) [95]
[36]     0.0    0.00    0.00      15         std::move_iterator<std::pair<Point, Point>*>::operator*() const [36]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<Point, Point>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*>, std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*) [95]
[37]     0.0    0.00    0.00      15         std::move_iterator<std::pair<Point, Point>*>::operator++() [37]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<Point, Point>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*>, std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*) [95]
[38]     0.0    0.00    0.00      15         void std::_Construct<std::pair<Point, Point>, std::pair<Point, Point> >(std::pair<Point, Point>*, std::pair<Point, Point>&&) [38]
                0.00    0.00      15/47          std::pair<Point, Point>&& std::forward<std::pair<Point, Point> >(std::remove_reference<std::pair<Point, Point> >::type&) [13]
                0.00    0.00      15/51          operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<Point, Point>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*>(std::move_iterator<std::pair<Point, Point>*>, std::move_iterator<std::pair<Point, Point>*>, std::pair<Point, Point>*) [95]
[39]     0.0    0.00    0.00      15         std::pair<Point, Point>* std::__addressof<std::pair<Point, Point> >(std::pair<Point, Point>&) [39]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const [41]
[40]     0.0    0.00    0.00      14         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() const [40]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [74]
[41]     0.0    0.00    0.00      14         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const [41]
                0.00    0.00      14/14          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() const [40]
                0.00    0.00      14/14          std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [43]
-----------------------------------------------
                0.00    0.00      14/14          std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> std::__make_move_if_noexcept_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [44]
[42]     0.0    0.00    0.00      14         std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [42]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const [41]
[43]     0.0    0.00    0.00      14         std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [43]
                0.00    0.00      14/21          __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [25]
-----------------------------------------------
                0.00    0.00      14/14          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_move_if_noexcept_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [82]
[44]     0.0    0.00    0.00      14         std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> std::__make_move_if_noexcept_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [44]
                0.00    0.00      14/14          std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::move_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [42]
-----------------------------------------------
                0.00    0.00       5/12          std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_check_len(unsigned long, char const*) const [91]
                0.00    0.00       7/12          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [74]
[45]     0.0    0.00    0.00      12         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      11/11          _ZNSt16allocator_traitsISaINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEE9constructIS5_IS5_EEEvRS6_PT_DpOT0_ [48]
[46]     0.0    0.00    0.00      11         _ZN9__gnu_cxx13new_allocatorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEE9constructIS6_IS6_EEEvPT_DpOT0_ [46]
                0.00    0.00      11/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [11]
                0.00    0.00      11/51          operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::~vector() [165]
                0.00    0.00      10/11          void std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_emplace_back_aux<std::pair<Point, Point> >(std::pair<Point, Point>&&) [96]
[47]     0.0    0.00    0.00      11         std::_Vector_base<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_get_Tp_allocator() [47]
-----------------------------------------------
                0.00    0.00       4/11          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [49]
                0.00    0.00       7/11          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
[48]     0.0    0.00    0.00      11         _ZNSt16allocator_traitsISaINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEE9constructIS5_IS5_EEEvRS6_PT_DpOT0_ [48]
                0.00    0.00      11/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [11]
                0.00    0.00      11/11          _ZN9__gnu_cxx13new_allocatorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEE9constructIS6_IS6_EEEvPT_DpOT0_ [46]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [50]
[49]     0.0    0.00    0.00      11         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [49]
                0.00    0.00      11/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [11]
                0.00    0.00       7/7           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
                0.00    0.00       4/11          _ZNSt16allocator_traitsISaINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEE9constructIS5_IS5_EEEvRS6_PT_DpOT0_ [48]
-----------------------------------------------
                0.00    0.00       2/11          Maze::GetInput(char const*) [150]
                0.00    0.00       9/11          spliteString(char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [141]
[50]     0.0    0.00    0.00      11         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [50]
                0.00    0.00      11/11          std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [52]
                0.00    0.00      11/11          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [49]
-----------------------------------------------
                0.00    0.00      11/11          Maze::isFormatLeagal() [148]
[51]     0.0    0.00    0.00      11         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) [51]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [50]
[52]     0.0    0.00    0.00      11         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [52]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::max_size() const [54]
[53]     0.0    0.00    0.00      10         std::_Vector_base<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_get_Tp_allocator() const [53]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_check_len(unsigned long, char const*) const [91]
[54]     0.0    0.00    0.00      10         std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::max_size() const [54]
                0.00    0.00      10/10          std::_Vector_base<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_get_Tp_allocator() const [53]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<std::pair<Point, Point> > >::max_size(std::allocator<std::pair<Point, Point> > const&) [56]
-----------------------------------------------
                0.00    0.00      10/10          std::move_iterator<std::pair<Point, Point>*> std::__make_move_if_noexcept_iterator<std::pair<Point, Point>*, std::move_iterator<std::pair<Point, Point>*> >(std::pair<Point, Point>*) [57]
[55]     0.0    0.00    0.00      10         std::move_iterator<std::pair<Point, Point>*>::move_iterator(std::pair<Point, Point>*) [55]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::max_size() const [54]
[56]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<std::pair<Point, Point> > >::max_size(std::allocator<std::pair<Point, Point> > const&) [56]
                0.00    0.00      10/15          __gnu_cxx::new_allocator<std::pair<Point, Point> >::max_size() const [35]
-----------------------------------------------
                0.00    0.00      10/10          std::pair<Point, Point>* std::__uninitialized_move_if_noexcept_a<std::pair<Point, Point>*, std::pair<Point, Point>*, std::allocator<std::pair<Point, Point> > >(std::pair<Point, Point>*, std::pair<Point, Point>*, std::pair<Point, Point>*, std::allocator<std::pair<Point, Point> >&) [99]
[57]     0.0    0.00    0.00      10         std::move_iterator<std::pair<Point, Point>*> std::__make_move_if_noexcept_iterator<std::pair<Point, Point>*, std::move_iterator<std::pair<Point, Point>*> >(std::pair<Point, Point>*) [57]
                0.00    0.00      10/10          std::move_iterator<std::pair<Point, Point>*>::move_iterator(std::pair<Point, Point>*) [55]
-----------------------------------------------
                0.00    0.00       9/9           spliteString(char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [141]
[58]     0.0    0.00    0.00       9         roadFormat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
-----------------------------------------------
                0.00    0.00       9/9           Maze::isFormatLeagal() [148]
[59]     0.0    0.00    0.00       9         StringToCoordinate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Road&) [59]
-----------------------------------------------
                0.00    0.00       9/9           Maze::isValueLeagal() [146]
[60]     0.0    0.00    0.00       9         isRange(Road, int, int) [60]
-----------------------------------------------
                0.00    0.00       9/9           void std::allocator_traits<std::allocator<std::pair<Point, Point> > >::construct<std::pair<Point, Point>, std::pair<Point, Point> >(std::allocator<std::pair<Point, Point> >&, std::pair<Point, Point>*, std::pair<Point, Point>&&) [64]
[61]     0.0    0.00    0.00       9         _ZN9__gnu_cxx13new_allocatorISt4pairI5PointS2_EE9constructIS3_IS3_EEEvPT_DpOT0_ [61]
                0.00    0.00       9/47          std::pair<Point, Point>&& std::forward<std::pair<Point, Point> >(std::remove_reference<std::pair<Point, Point> >::type&) [13]
                0.00    0.00       9/51          operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00       9/9           void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [69]
[62]     0.0    0.00    0.00       9         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [62]
                0.00    0.00      27/27          void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [21]
                0.00    0.00      27/43          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [16]
-----------------------------------------------
                0.00    0.00       2/9           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [118]
                0.00    0.00       7/9           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [79]
[63]     0.0    0.00    0.00       9         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [63]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [76]
-----------------------------------------------
                0.00    0.00       4/9           void std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::emplace_back<std::pair<Point, Point> >(std::pair<Point, Point>&&) [66]
                0.00    0.00       5/9           void std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_emplace_back_aux<std::pair<Point, Point> >(std::pair<Point, Point>&&) [96]
[64]     0.0    0.00    0.00       9         void std::allocator_traits<std::allocator<std::pair<Point, Point> > >::construct<std::pair<Point, Point>, std::pair<Point, Point> >(std::allocator<std::pair<Point, Point> >&, std::pair<Point, Point>*, std::pair<Point, Point>&&) [64]
                0.00    0.00       9/47          std::pair<Point, Point>&& std::forward<std::pair<Point, Point> >(std::remove_reference<std::pair<Point, Point> >::type&) [13]
                0.00    0.00       9/9           _ZN9__gnu_cxx13new_allocatorISt4pairI5PointS2_EE9constructIS3_IS3_EEEvPT_DpOT0_ [61]
-----------------------------------------------
                0.00    0.00       9/9           Maze::isFormatLeagal() [148]
[65]     0.0    0.00    0.00       9         std::pair<Point, Point>::pair<Point&, Point&, void>(Point&, Point&) [65]
                0.00    0.00      18/18          Point& std::forward<Point&>(std::remove_reference<Point&>::type&) [30]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::push_back(std::pair<Point, Point>&&) [67]
[66]     0.0    0.00    0.00       9         void std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::emplace_back<std::pair<Point, Point> >(std::pair<Point, Point>&&) [66]
                0.00    0.00       9/47          std::pair<Point, Point>&& std::forward<std::pair<Point, Point> >(std::remove_reference<std::pair<Point, Point> >::type&) [13]
                0.00    0.00       5/5           void std::vector<std::pair<Point, Point>, std::allocator<std::pair<Point, Point> > >::_M_emplace_back_aux<std::pair<Point, Point> >(std::pair<Point, Point>&&) [96]
